TestID,WorkOrderNumber,ProductCode,TestDate,TestTime,TestType,TestParameter,SpecificationMin,SpecificationMax,ActualValue,Result,InspectorID,BatchLotNumber,SampleSize
QC20250820533,WO20250820097,PRINTER_HP845,2025-08-20,17:06:43,Incoming,Weight Check,1.0,1.0,0.0,Fail,QC002,LOT20250820025,15
QC20250820534,WO20250820201,PRINTER_LX745,2025-08-20,11:06:28,In-Process,Chip Function,1.0,1.0,1.0,Pass,QC006,LOT20250820052,20
QC20250820535,WO20250820028,PRINTER_EP998,2025-08-20,09:58:30,Incoming,Print Quality,85.0,100.0,100.7,Fail,QC005,LOT20250820073,5
QC20250820536,WO20250820317,PRINTER_HP910,2025-08-20,16:50:48,Outgoing,Page Yield,450.0,500.0,409.0,Fail,QC001,LOT20250820015,10
QC20250820537,WO20250820370,PRINTER_CN801,2025-08-20,10:01:48,In-Process,Page Yield,450.0,500.0,467.0,Pass,QC004,LOT20250820004,20
QC20250820538,WO20250820040,PRINTER_EP916,2025-08-20,16:30:49,Outgoing,Temperature Resistance,1.0,1.0,0.0,Fail,QC004,LOT20250820059,15
QC20250820539,WO20250820385,PRINTER_CN367,2025-08-20,15:09:14,Incoming,Leak Test,1.0,1.0,0.0,Fail,QC001,LOT20250820026,20
QC20250820540,WO20250820492,PRINTER_LX746,2025-08-20,09:05:41,Incoming,Temperature Resistance,1.0,1.0,1.0,Pass,QC001,LOT20250820025,25
QC20250820541,WO20250820314,PRINTER_BR881,2025-08-20,11:03:27,Outgoing,Dimension Check,1.0,1.0,0.0,Conditional Pass,QC005,LOT20250820078,15
QC20250820542,WO20250820207,PRINTER_LX884,2025-08-20,14:25:43,In-Process,Color Density,75.0,95.0,99.6,Fail,QC006,LOT20250820060,5
QC20250820543,WO20250820015,PRINTER_BR111,2025-08-20,13:33:52,Incoming,Print Quality,85.0,100.0,92.4,Pass,QC001,LOT20250820036,5
QC20250820544,WO20250820287,PRINTER_BR203,2025-08-20,11:11:13,Final,Chip Function,1.0,1.0,0.0,Fail,QC004,LOT20250820044,25
QC20250820545,WO20250820399,PRINTER_BR301,2025-08-20,12:56:44,In-Process,Durability,1.0,1.0,0.0,Fail,QC003,LOT20250820077,5
QC20250820546,WO20250820431,PRINTER_LX505,2025-08-20,10:09:33,Final,Weight Check,1.0,1.0,0.0,Fail,QC005,LOT20250820044,15
QC20250820547,WO20250820183,PRINTER_EP892,2025-08-20,09:13:39,Incoming,Durability,1.0,1.0,1.0,Pass,QC002,LOT20250820040,25
QC20250820548,WO20250820442,PRINTER_CN797,2025-08-20,11:27:31,In-Process,Weight Check,1.0,1.0,1.0,Pass,QC005,LOT20250820082,10
QC20250820549,WO20250820075,PRINTER_CN545,2025-08-20,08:02:16,In-Process,Leak Test,1.0,1.0,1.0,Pass,QC005,LOT20250820040,20
QC20250820550,WO20250820216,PRINTER_EP530,2025-08-20,14:47:30,Final,Ink Volume,8.5,9.5,8.48,Fail,QC001,LOT20250820017,5
QC20250820551,WO20250820205,PRINTER_CN109,2025-08-20,15:21:22,In-Process,Durability,1.0,1.0,1.0,Pass,QC001,LOT20250820016,15
QC20250820552,WO20250820184,PRINTER_LX310,2025-08-20,08:32:06,Incoming,Page Yield,450.0,500.0,464.0,Pass,QC003,LOT20250820057,10
QC20250820553,WO20250820279,PRINTER_HP724,2025-08-20,12:45:13,Outgoing,Ink Volume,8.5,9.5,7.68,Fail,QC001,LOT20250820014,15
QC20250820554,WO20250820198,PRINTER_HP881,2025-08-20,11:56:24,Incoming,Ink Volume,8.5,9.5,8.79,Pass,QC006,LOT20250820096,5
QC20250820555,WO20250820401,PRINTER_EP350,2025-08-20,13:45:40,Final,Leak Test,1.0,1.0,1.0,Pass,QC002,LOT20250820095,20
QC20250820556,WO20250820257,PRINTER_CN389,2025-08-20,16:48:16,In-Process,Dimension Check,1.0,1.0,1.0,Pass,QC003,LOT20250820004,10
QC20250820557,WO20250820149,PRINTER_EP648,2025-08-20,13:17:21,Final,Leak Test,1.0,1.0,1.0,Conditional Pass,QC002,LOT20250820001,5
QC20250820558,WO20250820048,PRINTER_LX979,2025-08-20,14:41:08,In-Process,Dimension Check,1.0,1.0,0.0,Fail,QC005,LOT20250820049,25
QC20250820559,WO20250820242,PRINTER_EP704,2025-08-20,10:44:06,Outgoing,Chip Function,1.0,1.0,1.0,Pass,QC002,LOT20250820069,15
QC20250820560,WO20250820337,PRINTER_HP965,2025-08-20,17:20:53,Outgoing,Print Quality,85.0,100.0,104.4,Fail,QC003,LOT20250820004,25
QC20250820561,WO20250820294,PRINTER_HP417,2025-08-20,13:02:34,Incoming,Ink Volume,8.5,9.5,7.97,Fail,QC003,LOT20250820097,5
QC20250820562,WO20250820124,PRINTER_EP836,2025-08-20,16:40:16,Final,Chip Function,1.0,1.0,1.0,Pass,QC001,LOT20250820002,20
QC20250820563,WO20250820089,PRINTER_BR951,2025-08-20,17:21:45,Final,Ink Volume,8.5,9.5,8.26,Fail,QC003,LOT20250820033,15
QC20250820564,WO20250820314,PRINTER_BR439,2025-08-20,17:21:18,In-Process,Ink Volume,8.5,9.5,9.95,Fail,QC004,LOT20250820090,15
QC20250820565,WO20250820433,PRINTER_BR134,2025-08-20,15:21:10,Incoming,Print Quality,85.0,100.0,78.4,Fail,QC006,LOT20250820092,5
QC20250820566,WO20250820332,PRINTER_BR210,2025-08-20,12:19:29,Final,Temperature Resistance,1.0,1.0,0.0,Fail,QC006,LOT20250820016,20
QC20250820567,WO20250820365,PRINTER_CN565,2025-08-20,11:52:10,Outgoing,Page Yield,450.0,500.0,531.0,Fail,QC006,LOT20250820012,5
QC20250820568,WO20250820028,PRINTER_HP456,2025-08-20,08:29:35,Incoming,Color Density,75.0,95.0,90.5,Pass,QC006,LOT20250820084,15
QC20250820569,WO20250820230,PRINTER_BR975,2025-08-20,09:47:47,In-Process,Print Quality,85.0,100.0,100.7,Fail,QC005,LOT20250820039,25
QC20250820570,WO20250820145,PRINTER_HP716,2025-08-20,12:11:40,In-Process,Temperature Resistance,1.0,1.0,1.0,Pass,QC005,LOT20250820026,10
QC20250820571,WO20250820248,PRINTER_CN691,2025-08-20,16:51:30,Final,Leak Test,1.0,1.0,1.0,Pass,QC005,LOT20250820016,10
QC20250820572,WO20250820025,PRINTER_CN425,2025-08-20,13:24:17,Outgoing,Dimension Check,1.0,1.0,0.0,Fail,QC003,LOT20250820067,25
QC20250820573,WO20250820067,PRINTER_HP856,2025-08-20,16:55:29,Incoming,Weight Check,1.0,1.0,1.0,Pass,QC006,LOT20250820001,20
QC20250820574,WO20250820373,PRINTER_LX124,2025-08-20,09:26:07,Incoming,Page Yield,450.0,500.0,502.0,Fail,QC004,LOT20250820092,5
QC20250820575,WO20250820496,PRINTER_HP597,2025-08-20,16:15:03,Outgoing,Temperature Resistance,1.0,1.0,1.0,Pass,QC003,LOT20250820063,10
QC20250820576,WO20250820492,PRINTER_LX940,2025-08-20,16:54:41,Final,Color Density,75.0,95.0,77.2,Pass,QC006,LOT20250820062,15
QC20250820577,WO20250820287,PRINTER_BR470,2025-08-20,08:03:30,Incoming,Color Density,75.0,95.0,80.2,Pass,QC001,LOT20250820021,5
QC20250820578,WO20250820385,PRINTER_LX849,2025-08-20,08:35:10,In-Process,Leak Test,1.0,1.0,1.0,Pass,QC005,LOT20250820008,25
QC20250820579,WO20250820210,PRINTER_BR422,2025-08-20,08:09:34,Outgoing,Temperature Resistance,1.0,1.0,0.0,Fail,QC002,LOT20250820074,15
QC20250820580,WO20250820236,PRINTER_HP420,2025-08-20,12:25:48,In-Process,Ink Volume,8.5,9.5,9.42,Conditional Pass,QC001,LOT20250820025,20
QC20250820581,WO20250820005,PRINTER_LX864,2025-08-20,08:28:02,In-Process,Dimension Check,1.0,1.0,0.0,Fail,QC005,LOT20250820097,20
QC20250820582,WO20250820471,PRINTER_BR770,2025-08-20,17:14:10,Incoming,Dimension Check,1.0,1.0,0.0,Fail,QC005,LOT20250820031,15
QC20250820583,WO20250820259,PRINTER_EP609,2025-08-20,10:43:44,Outgoing,Dimension Check,1.0,1.0,1.0,Pass,QC004,LOT20250820088,10
QC20250820584,WO20250820316,PRINTER_BR356,2025-08-20,08:54:30,Final,Page Yield,450.0,500.0,487.0,Pass,QC004,LOT20250820018,20
QC20250820585,WO20250820242,PRINTER_BR370,2025-08-20,12:05:49,In-Process,Weight Check,1.0,1.0,0.0,Fail,QC005,LOT20250820035,20
QC20250820586,WO20250820245,PRINTER_LX359,2025-08-20,08:54:58,Incoming,Chip Function,1.0,1.0,1.0,Pass,QC002,LOT20250820097,10
QC20250820587,WO20250820032,PRINTER_CN448,2025-08-20,10:25:39,In-Process,Print Quality,85.0,100.0,81.5,Fail,QC004,LOT20250820085,15
QC20250820588,WO20250820177,PRINTER_CN976,2025-08-20,13:28:14,In-Process,Print Quality,85.0,100.0,93.4,Pass,QC001,LOT20250820060,15
QC20250820589,WO20250820398,PRINTER_HP751,2025-08-20,14:14:21,Incoming,Leak Test,1.0,1.0,1.0,Pass,QC002,LOT20250820035,20
QC20250820590,WO20250820205,PRINTER_BR377,2025-08-20,09:08:21,In-Process,Dimension Check,1.0,1.0,0.0,Fail,QC003,LOT20250820027,20
QC20250820591,WO20250820371,PRINTER_BR615,2025-08-20,11:12:08,Outgoing,Leak Test,1.0,1.0,0.0,Fail,QC003,LOT20250820017,10
QC20250820592,WO20250820273,PRINTER_EP714,2025-08-20,14:10:49,In-Process,Dimension Check,1.0,1.0,0.0,Fail,QC002,LOT20250820064,10
QC20250820593,WO20250820096,PRINTER_EP769,2025-08-20,17:13:06,Incoming,Chip Function,1.0,1.0,0.0,Fail,QC006,LOT20250820090,5
QC20250820594,WO20250820004,PRINTER_LX710,2025-08-20,17:19:09,In-Process,Page Yield,450.0,500.0,408.0,Fail,QC004,LOT20250820002,15
QC20250820595,WO20250820102,PRINTER_CN239,2025-08-20,11:43:07,In-Process,Weight Check,1.0,1.0,1.0,Pass,QC006,LOT20250820099,5
QC20250820596,WO20250820066,PRINTER_EP662,2025-08-20,15:57:35,Incoming,Page Yield,450.0,500.0,518.0,Fail,QC001,LOT20250820076,25
QC20250820597,WO20250820411,PRINTER_EP771,2025-08-20,09:30:26,Outgoing,Weight Check,1.0,1.0,0.0,Fail,QC006,LOT20250820081,20
QC20250820598,WO20250820152,PRINTER_EP865,2025-08-20,13:19:19,In-Process,Ink Volume,8.5,9.5,8.42,Fail,QC005,LOT20250820029,20
QC20250820599,WO20250820318,PRINTER_CN446,2025-08-20,12:01:20,In-Process,Color Density,75.0,95.0,88.9,Pass,QC006,LOT20250820078,20
QC20250820600,WO20250820268,PRINTER_LX372,2025-08-20,17:13:16,In-Process,Weight Check,1.0,1.0,0.0,Fail,QC005,LOT20250820005,10
QC20250820601,WO20250820309,PRINTER_BR629,2025-08-20,17:29:58,In-Process,Chip Function,1.0,1.0,0.0,Fail,QC001,LOT20250820031,10
QC20250820602,WO20250820049,PRINTER_LX523,2025-08-20,13:48:37,Outgoing,Temperature Resistance,1.0,1.0,1.0,Pass,QC006,LOT20250820088,5
QC20250820603,WO20250820066,PRINTER_EP012,2025-08-20,14:27:27,Outgoing,Print Quality,85.0,100.0,87.1,Pass,QC003,LOT20250820064,20
QC20250820604,WO20250820242,PRINTER_HP892,2025-08-20,12:53:36,Outgoing,Chip Function,1.0,1.0,0.0,Fail,QC003,LOT20250820093,25
QC20250820605,WO20250820046,PRINTER_HP237,2025-08-20,16:21:11,Final,Color Density,75.0,95.0,95.7,Fail,QC002,LOT20250820014,15
QC20250820606,WO20250820181,PRINTER_LX778,2025-08-20,14:15:58,Outgoing,Page Yield,450.0,500.0,452.0,Pass,QC004,LOT20250820030,25
QC20250820607,WO20250820310,PRINTER_EP630,2025-08-20,13:58:38,Final,Print Quality,85.0,100.0,81.0,Fail,QC003,LOT20250820096,15
QC20250820608,WO20250820213,PRINTER_EP446,2025-08-20,13:12:04,Outgoing,Print Quality,85.0,100.0,90.4,Pass,QC001,LOT20250820020,5
QC20250820609,WO20250820009,PRINTER_CN754,2025-08-20,15:13:24,Outgoing,Chip Function,1.0,1.0,0.0,Fail,QC004,LOT20250820085,20
QC20250820610,WO20250820105,PRINTER_CN175,2025-08-20,11:18:58,Outgoing,Page Yield,450.0,500.0,544.0,Fail,QC001,LOT20250820055,20
QC20250820611,WO20250820003,PRINTER_HP595,2025-08-20,09:02:38,Incoming,Page Yield,450.0,500.0,540.0,Fail,QC004,LOT20250820093,5
QC20250820612,WO20250820383,PRINTER_BR213,2025-08-20,10:26:19,Final,Dimension Check,1.0,1.0,0.0,Fail,QC005,LOT20250820046,25
QC20250820613,WO20250820186,PRINTER_EP094,2025-08-20,15:27:50,Incoming,Durability,1.0,1.0,0.0,Fail,QC004,LOT20250820013,20
QC20250820614,WO20250820150,PRINTER_EP654,2025-08-20,16:06:00,Final,Temperature Resistance,1.0,1.0,1.0,Pass,QC006,LOT20250820035,20
QC20250820615,WO20250820223,PRINTER_LX856,2025-08-20,12:16:58,Outgoing,Chip Function,1.0,1.0,0.0,Fail,QC005,LOT20250820008,15
QC20250820616,WO20250820067,PRINTER_LX967,2025-08-20,17:01:42,Final,Leak Test,1.0,1.0,1.0,Pass,QC001,LOT20250820071,10
QC20250820617,WO20250820227,PRINTER_LX819,2025-08-20,12:47:28,Outgoing,Ink Volume,8.5,9.5,8.98,Pass,QC005,LOT20250820065,10
QC20250820618,WO20250820228,PRINTER_EP252,2025-08-20,12:22:02,Outgoing,Weight Check,1.0,1.0,1.0,Pass,QC005,LOT20250820006,20
QC20250820619,WO20250820081,PRINTER_EP060,2025-08-20,10:15:02,Outgoing,Page Yield,450.0,500.0,500.0,Pass,QC006,LOT20250820022,15
QC20250820620,WO20250820477,PRINTER_CN306,2025-08-20,11:22:16,Outgoing,Durability,1.0,1.0,1.0,Pass,QC001,LOT20250820024,5
QC20250820621,WO20250820352,PRINTER_EP399,2025-08-20,08:52:15,Outgoing,Ink Volume,8.5,9.5,7.51,Fail,QC002,LOT20250820043,15
QC20250820622,WO20250820215,PRINTER_LX298,2025-08-20,14:27:00,Final,Durability,1.0,1.0,0.0,Fail,QC004,LOT20250820034,20
QC20250820623,WO20250820142,PRINTER_BR441,2025-08-20,17:07:42,Incoming,Leak Test,1.0,1.0,0.0,Fail,QC001,LOT20250820044,5
QC20250820624,WO20250820387,PRINTER_CN745,2025-08-20,17:52:43,Outgoing,Temperature Resistance,1.0,1.0,1.0,Pass,QC004,LOT20250820091,25
QC20250820625,WO20250820365,PRINTER_HP654,2025-08-20,17:57:40,Incoming,Print Quality,85.0,100.0,98.6,Pass,QC003,LOT20250820067,25
QC20250820626,WO20250820114,PRINTER_CN222,2025-08-20,13:08:54,Outgoing,Leak Test,1.0,1.0,0.0,Fail,QC002,LOT20250820066,15
QC20250820627,WO20250820162,PRINTER_HP785,2025-08-20,08:10:37,Final,Dimension Check,1.0,1.0,0.0,Fail,QC001,LOT20250820014,5
QC20250820628,WO20250820036,PRINTER_CN877,2025-08-20,12:51:22,Outgoing,Ink Volume,8.5,9.5,9.91,Fail,QC003,LOT20250820072,5
QC20250820629,WO20250820198,PRINTER_HP613,2025-08-20,12:38:36,Incoming,Chip Function,1.0,1.0,1.0,Pass,QC006,LOT20250820048,5
QC20250820630,WO20250820450,PRINTER_EP345,2025-08-20,09:36:06,In-Process,Durability,1.0,1.0,1.0,Pass,QC001,LOT20250820065,20
QC20250820631,WO20250820408,PRINTER_BR079,2025-08-20,15:00:34,Incoming,Page Yield,450.0,500.0,437.0,Fail,QC002,LOT20250820091,10
QC20250820632,WO20250820385,PRINTER_LX929,2025-08-20,13:01:31,Incoming,Durability,1.0,1.0,1.0,Pass,QC005,LOT20250820029,10
QC20250820633,WO20250820417,PRINTER_CN077,2025-08-20,11:17:36,Final,Color Density,75.0,95.0,98.9,Conditional Pass,QC003,LOT20250820006,5
QC20250820634,WO20250820484,PRINTER_CN490,2025-08-20,09:59:59,Outgoing,Dimension Check,1.0,1.0,1.0,Pass,QC003,LOT20250820050,10
QC20250820635,WO20250820367,PRINTER_BR262,2025-08-20,16:00:24,Outgoing,Ink Volume,8.5,9.5,7.67,Fail,QC002,LOT20250820054,10
QC20250820636,WO20250820370,PRINTER_HP666,2025-08-20,11:58:03,Outgoing,Durability,1.0,1.0,1.0,Pass,QC004,LOT20250820041,20
QC20250820637,WO20250820345,PRINTER_HP173,2025-08-20,09:07:35,Outgoing,Print Quality,85.0,100.0,99.9,Pass,QC001,LOT20250820016,10
QC20250820638,WO20250820443,PRINTER_CN896,2025-08-20,17:54:38,In-Process,Chip Function,1.0,1.0,0.0,Fail,QC003,LOT20250820075,25
QC20250820639,WO20250820394,PRINTER_BR595,2025-08-20,10:03:27,In-Process,Chip Function,1.0,1.0,0.0,Fail,QC006,LOT20250820044,25
QC20250820640,WO20250820221,PRINTER_LX674,2025-08-20,16:44:38,Incoming,Print Quality,85.0,100.0,101.4,Fail,QC006,LOT20250820014,25
QC20250820641,WO20250820391,PRINTER_BR881,2025-08-20,16:03:18,Final,Print Quality,85.0,100.0,85.3,Pass,QC002,LOT20250820097,5
QC20250820642,WO20250820432,PRINTER_CN812,2025-08-20,14:00:33,Incoming,Leak Test,1.0,1.0,1.0,Pass,QC006,LOT20250820072,5
QC20250820643,WO20250820130,PRINTER_EP766,2025-08-20,14:53:02,Incoming,Durability,1.0,1.0,1.0,Pass,QC003,LOT20250820005,25
QC20250820644,WO20250820431,PRINTER_CN280,2025-08-20,14:36:20,Final,Page Yield,450.0,500.0,544.0,Fail,QC001,LOT20250820052,5
QC20250820645,WO20250820303,PRINTER_EP849,2025-08-20,16:02:26,In-Process,Dimension Check,1.0,1.0,1.0,Pass,QC004,LOT20250820077,25
QC20250820646,WO20250820113,PRINTER_LX653,2025-08-20,16:58:53,Final,Durability,1.0,1.0,0.0,Fail,QC002,LOT20250820078,15
QC20250820647,WO20250820041,PRINTER_EP147,2025-08-20,17:42:01,Final,Durability,1.0,1.0,1.0,Pass,QC006,LOT20250820057,20
QC20250820648,WO20250820092,PRINTER_EP869,2025-08-20,11:43:48,Final,Dimension Check,1.0,1.0,1.0,Pass,QC005,LOT20250820011,25
QC20250820649,WO20250820413,PRINTER_EP200,2025-08-20,08:06:25,Final,Dimension Check,1.0,1.0,0.0,Fail,QC006,LOT20250820052,5
QC20250820650,WO20250820241,PRINTER_EP689,2025-08-20,14:56:33,Final,Durability,1.0,1.0,0.0,Fail,QC006,LOT20250820050,10
QC20250820651,WO20250820312,PRINTER_BR981,2025-08-20,14:05:07,Outgoing,Leak Test,1.0,1.0,0.0,Fail,QC005,LOT20250820052,20
QC20250820652,WO20250820005,PRINTER_CN316,2025-08-20,17:33:08,Final,Leak Test,1.0,1.0,1.0,Pass,QC001,LOT20250820016,20
QC20250820653,WO20250820190,PRINTER_BR162,2025-08-20,15:47:31,Final,Print Quality,85.0,100.0,79.7,Fail,QC004,LOT20250820017,10
QC20250820654,WO20250820045,PRINTER_CN331,2025-08-20,10:17:11,In-Process,Temperature Resistance,1.0,1.0,0.0,Fail,QC006,LOT20250820050,5
QC20250820655,WO20250820001,PRINTER_LX329,2025-08-20,16:53:39,Final,Durability,1.0,1.0,1.0,Pass,QC004,LOT20250820024,5
QC20250820656,WO20250820186,PRINTER_HP348,2025-08-20,10:00:40,Final,Chip Function,1.0,1.0,1.0,Pass,QC001,LOT20250820025,5
QC20250820657,WO20250820264,PRINTER_EP381,2025-08-20,14:01:21,In-Process,Page Yield,450.0,500.0,438.0,Fail,QC002,LOT20250820093,5
QC20250820658,WO20250820004,PRINTER_LX088,2025-08-20,10:58:56,Final,Page Yield,450.0,500.0,457.0,Pass,QC003,LOT20250820090,5
QC20250820659,WO20250820144,PRINTER_HP827,2025-08-20,16:59:50,Outgoing,Weight Check,1.0,1.0,0.0,Fail,QC002,LOT20250820088,20
QC20250820660,WO20250820449,PRINTER_BR606,2025-08-20,16:09:44,Final,Print Quality,85.0,100.0,97.7,Pass,QC001,LOT20250820055,25
QC20250820661,WO20250820076,PRINTER_CN095,2025-08-20,11:31:39,Incoming,Weight Check,1.0,1.0,0.0,Fail,QC001,LOT20250820088,25
QC20250820662,WO20250820197,PRINTER_CN883,2025-08-20,12:10:26,Final,Dimension Check,1.0,1.0,1.0,Pass,QC006,LOT20250820043,15
QC20250820663,WO20250820259,PRINTER_BR463,2025-08-20,12:49:55,Final,Color Density,75.0,95.0,82.5,Pass,QC003,LOT20250820065,25
QC20250820664,WO20250820487,PRINTER_LX148,2025-08-20,11:47:48,Outgoing,Color Density,75.0,95.0,79.4,Pass,QC002,LOT20250820017,15
QC20250820665,WO20250820104,PRINTER_EP120,2025-08-20,09:57:29,In-Process,Weight Check,1.0,1.0,0.0,Fail,QC002,LOT20250820033,15
QC20250820666,WO20250820188,PRINTER_CN568,2025-08-20,16:11:32,Outgoing,Color Density,75.0,95.0,70.2,Fail,QC004,LOT20250820061,20
QC20250820667,WO20250820195,PRINTER_BR726,2025-08-20,08:34:08,Outgoing,Page Yield,450.0,500.0,482.0,Pass,QC005,LOT20250820058,5
QC20250820668,WO20250820371,PRINTER_CN057,2025-08-20,15:20:13,Incoming,Chip Function,1.0,1.0,1.0,Pass,QC005,LOT20250820025,5
QC20250820669,WO20250820191,PRINTER_CN406,2025-08-20,10:06:42,Incoming,Dimension Check,1.0,1.0,1.0,Pass,QC001,LOT20250820033,15
QC20250820670,WO20250820113,PRINTER_HP651,2025-08-20,09:00:51,Outgoing,Ink Volume,8.5,9.5,8.19,Fail,QC002,LOT20250820076,25
QC20250820671,WO20250820196,PRINTER_EP361,2025-08-20,15:19:17,In-Process,Chip Function,1.0,1.0,0.0,Fail,QC005,LOT20250820062,5
QC20250820672,WO20250820416,PRINTER_HP700,2025-08-20,13:14:14,In-Process,Page Yield,450.0,500.0,548.0,Fail,QC002,LOT20250820080,20
QC20250820673,WO20250820432,PRINTER_LX479,2025-08-20,08:05:01,Incoming,Chip Function,1.0,1.0,1.0,Pass,QC003,LOT20250820077,25
QC20250820674,WO20250820255,PRINTER_EP757,2025-08-20,16:44:22,Outgoing,Ink Volume,8.5,9.5,9.33,Pass,QC001,LOT20250820061,25
QC20250820675,WO20250820207,PRINTER_HP971,2025-08-20,10:07:23,In-Process,Dimension Check,1.0,1.0,1.0,Pass,QC004,LOT20250820029,25
QC20250820676,WO20250820066,PRINTER_BR925,2025-08-20,12:37:55,Incoming,Chip Function,1.0,1.0,0.0,Fail,QC002,LOT20250820024,10
QC20250820677,WO20250820446,PRINTER_LX330,2025-08-20,12:35:02,Outgoing,Print Quality,85.0,100.0,83.7,Fail,QC001,LOT20250820040,25
QC20250820678,WO20250820112,PRINTER_BR569,2025-08-20,15:19:29,Outgoing,Dimension Check,1.0,1.0,1.0,Conditional Pass,QC001,LOT20250820029,20
QC20250820679,WO20250820198,PRINTER_BR881,2025-08-20,13:25:00,Incoming,Dimension Check,1.0,1.0,1.0,Pass,QC002,LOT20250820021,25
QC20250820680,WO20250820437,PRINTER_CN124,2025-08-20,10:50:43,In-Process,Ink Volume,8.5,9.5,8.95,Pass,QC005,LOT20250820054,25
QC20250820681,WO20250820085,PRINTER_BR569,2025-08-20,12:48:28,In-Process,Leak Test,1.0,1.0,1.0,Pass,QC002,LOT20250820077,10
QC20250820682,WO20250820102,PRINTER_HP929,2025-08-20,12:46:49,Final,Durability,1.0,1.0,1.0,Pass,QC006,LOT20250820098,5
QC20250820683,WO20250820461,PRINTER_BR411,2025-08-20,14:02:56,Final,Weight Check,1.0,1.0,1.0,Pass,QC001,LOT20250820024,10
QC20250820684,WO20250820130,PRINTER_EP211,2025-08-20,13:33:51,Final,Durability,1.0,1.0,0.0,Fail,QC005,LOT20250820085,15
QC20250820685,WO20250820441,PRINTER_BR360,2025-08-20,09:09:16,In-Process,Ink Volume,8.5,9.5,7.57,Fail,QC002,LOT20250820060,25
QC20250820686,WO20250820350,PRINTER_HP486,2025-08-20,08:19:35,In-Process,Leak Test,1.0,1.0,1.0,Pass,QC005,LOT20250820013,5
QC20250820687,WO20250820353,PRINTER_BR745,2025-08-20,13:37:22,Final,Weight Check,1.0,1.0,1.0,Pass,QC003,LOT20250820022,5
QC20250820688,WO20250820319,PRINTER_CN512,2025-08-20,17:48:12,Incoming,Chip Function,1.0,1.0,1.0,Pass,QC006,LOT20250820051,15
QC20250820689,WO20250820296,PRINTER_BR182,2025-08-20,15:25:29,Outgoing,Weight Check,1.0,1.0,1.0,Pass,QC003,LOT20250820073,10
QC20250820690,WO20250820185,PRINTER_LX436,2025-08-20,09:13:53,Final,Ink Volume,8.5,9.5,8.71,Pass,QC001,LOT20250820075,15
QC20250820691,WO20250820113,PRINTER_LX025,2025-08-20,16:41:34,Final,Color Density,75.0,95.0,83.0,Pass,QC002,LOT20250820025,10
QC20250820692,WO20250820312,PRINTER_LX014,2025-08-20,15:54:25,Incoming,Temperature Resistance,1.0,1.0,0.0,Conditional Pass,QC001,LOT20250820011,10
QC20250820693,WO20250820313,PRINTER_HP343,2025-08-20,12:33:00,Final,Page Yield,450.0,500.0,446.0,Fail,QC004,LOT20250820033,20
QC20250820694,WO20250820317,PRINTER_CN777,2025-08-20,09:16:37,Incoming,Ink Volume,8.5,9.5,7.51,Fail,QC004,LOT20250820013,20
QC20250820695,WO20250820398,PRINTER_EP846,2025-08-20,15:45:38,Incoming,Page Yield,450.0,500.0,546.0,Fail,QC003,LOT20250820062,10
QC20250820696,WO20250820272,PRINTER_HP391,2025-08-20,15:39:36,Outgoing,Dimension Check,1.0,1.0,0.0,Fail,QC002,LOT20250820005,25
QC20250820697,WO20250820346,PRINTER_BR122,2025-08-20,08:51:11,In-Process,Dimension Check,1.0,1.0,0.0,Fail,QC002,LOT20250820087,10
QC20250820698,WO20250820030,PRINTER_EP522,2025-08-20,14:36:36,Outgoing,Color Density,75.0,95.0,96.9,Fail,QC005,LOT20250820061,5
QC20250820699,WO20250820341,PRINTER_EP371,2025-08-20,15:39:12,In-Process,Dimension Check,1.0,1.0,1.0,Conditional Pass,QC001,LOT20250820088,15
QC20250820700,WO20250820158,PRINTER_LX099,2025-08-20,15:43:31,In-Process,Color Density,75.0,95.0,91.9,Pass,QC001,LOT20250820076,20
QC20250820701,WO20250820261,PRINTER_EP417,2025-08-20,16:35:44,Outgoing,Ink Volume,8.5,9.5,7.59,Fail,QC003,LOT20250820087,25
QC20250820702,WO20250820243,PRINTER_CN965,2025-08-20,13:32:24,Outgoing,Durability,1.0,1.0,1.0,Pass,QC006,LOT20250820025,20
QC20250820703,WO20250820141,PRINTER_EP905,2025-08-20,15:03:10,Outgoing,Chip Function,1.0,1.0,0.0,Fail,QC004,LOT20250820085,20
QC20250820704,WO20250820454,PRINTER_EP609,2025-08-20,14:51:55,Final,Temperature Resistance,1.0,1.0,1.0,Pass,QC004,LOT20250820050,25
QC20250820705,WO20250820133,PRINTER_LX649,2025-08-20,12:28:47,Incoming,Temperature Resistance,1.0,1.0,1.0,Pass,QC006,LOT20250820031,15
QC20250820706,WO20250820438,PRINTER_BR929,2025-08-20,12:55:20,Incoming,Color Density,75.0,95.0,77.6,Pass,QC002,LOT20250820057,20
QC20250820707,WO20250820087,PRINTER_LX663,2025-08-20,08:35:46,Final,Weight Check,1.0,1.0,1.0,Pass,QC002,LOT20250820083,25
QC20250820708,WO20250820133,PRINTER_EP899,2025-08-20,08:15:28,Final,Page Yield,450.0,500.0,541.0,Fail,QC001,LOT20250820099,20
QC20250820709,WO20250820269,PRINTER_HP384,2025-08-20,11:34:13,In-Process,Weight Check,1.0,1.0,1.0,Pass,QC005,LOT20250820025,10
QC20250820710,WO20250820370,PRINTER_LX124,2025-08-20,11:26:38,Outgoing,Page Yield,450.0,500.0,534.0,Conditional Pass,QC003,LOT20250820100,5
