WorkOrderNumber,ProductCode,ProductName,ScheduledDate,ScheduledQuantity,Priority,WorkCenter,EstimatedHours,Status,SupervisorCode
WO20250820631,PRINTER_BR874,Printer Br Compatible Cartridge 874,2025-08-22,256,Low,WC002,39.0,Scheduled,SUP002
WO20250820632,PRINTER_LX439,Printer Lx Compatible Cartridge 439,2025-09-04,1886,Low,WC003,47.6,Scheduled,SUP004
WO20250820633,PRINTER_CN034,Printer Cn Compatible Cartridge 034,2025-08-24,646,High,WC006,33.3,Scheduled,SUP001
WO20250820634,PRINTER_CN915,Printer Cn Compatible Cartridge 915,2025-08-29,726,Low,WC001,47.8,Scheduled,SUP001
WO20250820635,PRINTER_LX001,Printer Lx Compatible Cartridge 001,2025-09-15,1939,Normal,WC003,43.5,On Hold,SUP001
WO20250820636,PRINTER_EP608,Printer Ep Compatible Cartridge 608,2025-08-29,1310,Low,WC010,16.5,Scheduled,SUP004
WO20250820637,PRINTER_LX873,Printer Lx Compatible Cartridge 873,2025-08-28,372,Low,WC008,30.7,Completed,SUP001
WO20250820638,PRINTER_BR873,Printer Br Compatible Cartridge 873,2025-08-30,1411,Normal,WC008,39.7,Completed,SUP005
WO20250820639,PRINTER_EP301,Printer Ep Compatible Cartridge 301,2025-09-09,1495,Urgent,WC007,39.5,In Progress,SUP003
WO20250820640,PRINTER_EP216,Printer Ep Compatible Cartridge 216,2025-08-27,994,Normal,WC003,5.6,Scheduled,SUP005
WO20250820641,PRINTER_HP152,Printer Hp Compatible Cartridge 152,2025-08-23,969,Normal,WC003,35.8,Completed,SUP003
WO20250820642,PRINTER_EP594,Printer Ep Compatible Cartridge 594,2025-08-27,1521,Urgent,WC007,22.0,Cancelled,SUP005
WO20250820643,PRINTER_EP960,Printer Ep Compatible Cartridge 960,2025-09-11,479,Urgent,WC001,20.0,On Hold,SUP002
WO20250820644,PRINTER_EP068,Printer Ep Compatible Cartridge 068,2025-08-21,114,High,WC007,12.2,On Hold,SUP004
WO20250820645,PRINTER_BR803,Printer Br Compatible Cartridge 803,2025-09-11,1816,High,WC008,9.8,Completed,SUP004
WO20250820646,PRINTER_EP982,Printer Ep Compatible Cartridge 982,2025-09-18,1589,Normal,WC001,42.2,In Progress,SUP003
WO20250820647,PRINTER_BR096,Printer Br Compatible Cartridge 096,2025-09-04,1843,High,WC003,5.8,In Progress,SUP002
WO20250820648,PRINTER_LX619,Printer Lx Compatible Cartridge 619,2025-09-04,619,Normal,WC003,22.4,Scheduled,SUP003
WO20250820649,PRINTER_EP820,Printer Ep Compatible Cartridge 820,2025-09-08,813,High,WC001,8.6,Cancelled,SUP002
WO20250820650,PRINTER_CN152,Printer Cn Compatible Cartridge 152,2025-08-30,1443,High,WC009,21.2,Cancelled,SUP005
WO20250820651,PRINTER_LX949,Printer Lx Compatible Cartridge 949,2025-09-08,452,Urgent,WC001,24.0,Cancelled,SUP005
WO20250820652,PRINTER_EP552,Printer Ep Compatible Cartridge 552,2025-09-13,984,Low,WC005,18.6,On Hold,SUP005
WO20250820653,PRINTER_HP486,Printer Hp Compatible Cartridge 486,2025-09-15,1848,Urgent,WC008,44.2,Cancelled,SUP005
WO20250820654,PRINTER_CN946,Printer Cn Compatible Cartridge 946,2025-08-30,1759,Normal,WC008,15.6,Scheduled,SUP002
WO20250820655,PRINTER_LX261,Printer Lx Compatible Cartridge 261,2025-09-01,593,Low,WC009,14.1,In Progress,SUP004
WO20250820656,PRINTER_CN407,Printer Cn Compatible Cartridge 407,2025-08-20,930,Low,WC002,39.3,Completed,SUP005
WO20250820657,PRINTER_LX963,Printer Lx Compatible Cartridge 963,2025-09-02,83,High,WC010,33.2,On Hold,SUP005
WO20250820658,PRINTER_CN547,Printer Cn Compatible Cartridge 547,2025-09-10,1181,High,WC002,41.6,On Hold,SUP005
WO20250820659,PRINTER_EP182,Printer Ep Compatible Cartridge 182,2025-09-06,1393,Normal,WC001,34.1,Scheduled,SUP003
WO20250820660,PRINTER_CN970,Printer Cn Compatible Cartridge 970,2025-09-04,92,Low,WC003,45.0,Completed,SUP002
WO20250820661,PRINTER_EP688,Printer Ep Compatible Cartridge 688,2025-08-28,901,Normal,WC007,13.0,In Progress,SUP003
WO20250820662,PRINTER_HP784,Printer Hp Compatible Cartridge 784,2025-09-18,641,High,WC009,34.4,Scheduled,SUP001
WO20250820663,PRINTER_CN895,Printer Cn Compatible Cartridge 895,2025-08-23,1797,Low,WC004,6.9,Completed,SUP002
WO20250820664,PRINTER_HP784,Printer Hp Compatible Cartridge 784,2025-09-03,741,Low,WC009,37.7,Cancelled,SUP004
WO20250820665,PRINTER_LX126,Printer Lx Compatible Cartridge 126,2025-09-04,1418,High,WC002,19.7,Scheduled,SUP003
WO20250820666,PRINTER_CN398,Printer Cn Compatible Cartridge 398,2025-09-14,437,High,WC001,44.1,Cancelled,SUP001
WO20250820667,PRINTER_HP167,Printer Hp Compatible Cartridge 167,2025-08-24,750,Normal,WC009,39.9,Cancelled,SUP002
WO20250820668,PRINTER_BR947,Printer Br Compatible Cartridge 947,2025-09-13,1343,High,WC001,19.0,On Hold,SUP004
WO20250820669,PRINTER_HP827,Printer Hp Compatible Cartridge 827,2025-09-05,1638,Urgent,WC004,11.4,Cancelled,SUP004
WO20250820670,PRINTER_LX766,Printer Lx Compatible Cartridge 766,2025-09-11,187,Normal,WC008,28.5,On Hold,SUP004
WO20250820671,PRINTER_EP658,Printer Ep Compatible Cartridge 658,2025-08-31,457,Low,WC001,23.9,Scheduled,SUP005
WO20250820672,PRINTER_EP018,Printer Ep Compatible Cartridge 018,2025-09-10,1962,High,WC006,22.3,Scheduled,SUP003
WO20250820673,PRINTER_BR088,Printer Br Compatible Cartridge 088,2025-08-24,1776,Low,WC010,26.9,Scheduled,SUP005
WO20250820674,PRINTER_CN485,Printer Cn Compatible Cartridge 485,2025-09-04,1183,High,WC002,31.5,Scheduled,SUP003
WO20250820675,PRINTER_CN320,Printer Cn Compatible Cartridge 320,2025-09-06,1733,Urgent,WC005,5.7,Scheduled,SUP001
WO20250820676,PRINTER_EP681,Printer Ep Compatible Cartridge 681,2025-09-19,330,High,WC007,48.0,Completed,SUP003
WO20250820677,PRINTER_BR077,Printer Br Compatible Cartridge 077,2025-09-05,795,Low,WC008,17.6,Completed,SUP004
WO20250820678,PRINTER_HP027,Printer Hp Compatible Cartridge 027,2025-08-29,721,Normal,WC002,42.3,Cancelled,SUP005
WO20250820679,PRINTER_LX873,Printer Lx Compatible Cartridge 873,2025-08-23,792,Low,WC002,46.9,Completed,SUP003
WO20250820680,PRINTER_HP188,Printer Hp Compatible Cartridge 188,2025-09-07,484,Low,WC004,6.2,Completed,SUP005
WO20250820681,PRINTER_LX935,Printer Lx Compatible Cartridge 935,2025-09-16,213,High,WC009,32.9,Scheduled,SUP004
WO20250820682,PRINTER_HP320,Printer Hp Compatible Cartridge 320,2025-09-18,1848,Urgent,WC002,32.9,Completed,SUP001
WO20250820683,PRINTER_CN071,Printer Cn Compatible Cartridge 071,2025-08-23,1993,Low,WC002,43.2,Scheduled,SUP004
WO20250820684,PRINTER_EP416,Printer Ep Compatible Cartridge 416,2025-09-06,268,High,WC003,30.0,Cancelled,SUP002
WO20250820685,PRINTER_HP343,Printer Hp Compatible Cartridge 343,2025-08-25,429,Low,WC001,24.7,In Progress,SUP002
WO20250820686,PRINTER_LX245,Printer Lx Compatible Cartridge 245,2025-09-02,60,High,WC010,39.0,In Progress,SUP004
WO20250820687,PRINTER_LX244,Printer Lx Compatible Cartridge 244,2025-08-21,930,Normal,WC010,33.3,In Progress,SUP005
WO20250820688,PRINTER_EP353,Printer Ep Compatible Cartridge 353,2025-08-24,878,Urgent,WC010,16.7,In Progress,SUP005
WO20250820689,PRINTER_HP724,Printer Hp Compatible Cartridge 724,2025-09-02,572,Urgent,WC001,47.0,On Hold,SUP005
WO20250820690,PRINTER_CN765,Printer Cn Compatible Cartridge 765,2025-08-28,1465,Normal,WC010,12.1,Cancelled,SUP001
WO20250820691,PRINTER_CN136,Printer Cn Compatible Cartridge 136,2025-09-11,132,Normal,WC004,36.8,Scheduled,SUP004
WO20250820692,PRINTER_CN989,Printer Cn Compatible Cartridge 989,2025-08-26,616,Low,WC010,4.1,In Progress,SUP001
WO20250820693,PRINTER_HP424,Printer Hp Compatible Cartridge 424,2025-08-23,749,Normal,WC008,10.4,Scheduled,SUP003
WO20250820694,PRINTER_EP421,Printer Ep Compatible Cartridge 421,2025-09-01,1400,High,WC008,33.2,In Progress,SUP002
WO20250820695,PRINTER_BR362,Printer Br Compatible Cartridge 362,2025-08-26,1831,Normal,WC008,25.5,Completed,SUP004
WO20250820696,PRINTER_HP259,Printer Hp Compatible Cartridge 259,2025-08-20,937,Urgent,WC003,6.7,Scheduled,SUP004
WO20250820697,PRINTER_LX297,Printer Lx Compatible Cartridge 297,2025-08-26,896,Low,WC005,10.2,Completed,SUP002
WO20250820698,PRINTER_BR788,Printer Br Compatible Cartridge 788,2025-08-20,1019,Low,WC010,24.0,Completed,SUP002
WO20250820699,PRINTER_BR206,Printer Br Compatible Cartridge 206,2025-09-11,1819,High,WC008,46.4,Completed,SUP002
WO20250820700,PRINTER_BR226,Printer Br Compatible Cartridge 226,2025-09-03,1903,Normal,WC001,38.4,On Hold,SUP004
WO20250820701,PRINTER_CN972,Printer Cn Compatible Cartridge 972,2025-09-06,1093,Normal,WC002,15.8,Completed,SUP005
WO20250820702,PRINTER_EP707,Printer Ep Compatible Cartridge 707,2025-08-23,606,High,WC007,4.9,Cancelled,SUP001
WO20250820703,PRINTER_CN921,Printer Cn Compatible Cartridge 921,2025-08-29,566,Normal,WC009,41.7,Cancelled,SUP005
WO20250820704,PRINTER_CN643,Printer Cn Compatible Cartridge 643,2025-09-04,1132,Low,WC003,46.2,Completed,SUP005
WO20250820705,PRINTER_BR582,Printer Br Compatible Cartridge 582,2025-08-30,52,Urgent,WC004,12.2,Completed,SUP004
WO20250820706,PRINTER_EP713,Printer Ep Compatible Cartridge 713,2025-09-14,606,Normal,WC007,33.5,Cancelled,SUP005
WO20250820707,PRINTER_LX366,Printer Lx Compatible Cartridge 366,2025-08-23,828,Urgent,WC010,12.6,In Progress,SUP003
WO20250820708,PRINTER_HP879,Printer Hp Compatible Cartridge 879,2025-08-30,780,Urgent,WC004,27.4,On Hold,SUP002
WO20250820709,PRINTER_BR981,Printer Br Compatible Cartridge 981,2025-09-06,83,Low,WC002,28.9,In Progress,SUP002
WO20250820710,PRINTER_BR888,Printer Br Compatible Cartridge 888,2025-08-21,469,Urgent,WC007,27.5,Scheduled,SUP001
WO20250820711,PRINTER_LX452,Printer Lx Compatible Cartridge 452,2025-09-11,327,Normal,WC004,13.6,Scheduled,SUP001
WO20250820712,PRINTER_EP012,Printer Ep Compatible Cartridge 012,2025-09-18,1253,Urgent,WC002,47.6,Cancelled,SUP004
WO20250820713,PRINTER_CN096,Printer Cn Compatible Cartridge 096,2025-08-30,1941,Normal,WC010,9.2,Completed,SUP005
WO20250820714,PRINTER_LX765,Printer Lx Compatible Cartridge 765,2025-09-09,1971,Normal,WC001,24.9,Completed,SUP005
WO20250820715,PRINTER_CN674,Printer Cn Compatible Cartridge 674,2025-09-13,1475,Low,WC008,40.0,In Progress,SUP004
WO20250820716,PRINTER_EP103,Printer Ep Compatible Cartridge 103,2025-08-22,1081,Normal,WC010,16.2,On Hold,SUP003
WO20250820717,PRINTER_EP772,Printer Ep Compatible Cartridge 772,2025-09-03,1189,Normal,WC001,36.5,Cancelled,SUP001
WO20250820718,PRINTER_EP198,Printer Ep Compatible Cartridge 198,2025-08-25,1734,Normal,WC004,36.4,In Progress,SUP002
WO20250820719,PRINTER_CN203,Printer Cn Compatible Cartridge 203,2025-08-24,654,Urgent,WC001,33.1,In Progress,SUP005
WO20250820720,PRINTER_CN033,Printer Cn Compatible Cartridge 033,2025-08-23,1536,Normal,WC006,31.6,Completed,SUP004
WO20250820721,PRINTER_CN705,Printer Cn Compatible Cartridge 705,2025-08-22,1757,Normal,WC008,20.6,In Progress,SUP003
WO20250820722,PRINTER_HP546,Printer Hp Compatible Cartridge 546,2025-08-25,1451,Urgent,WC002,7.7,In Progress,SUP002
WO20250820723,PRINTER_HP158,Printer Hp Compatible Cartridge 158,2025-09-02,272,Urgent,WC004,34.8,In Progress,SUP003
WO20250820724,PRINTER_LX731,Printer Lx Compatible Cartridge 731,2025-09-06,1860,High,WC008,10.9,Cancelled,SUP005
WO20250820725,PRINTER_LX221,Printer Lx Compatible Cartridge 221,2025-09-19,969,Urgent,WC003,30.9,On Hold,SUP003
WO20250820726,PRINTER_EP267,Printer Ep Compatible Cartridge 267,2025-09-08,488,Low,WC004,21.9,On Hold,SUP005
WO20250820727,PRINTER_BR950,Printer Br Compatible Cartridge 950,2025-08-22,1841,Low,WC003,43.6,In Progress,SUP005
WO20250820728,PRINTER_HP574,Printer Hp Compatible Cartridge 574,2025-09-04,858,Normal,WC001,26.8,Cancelled,SUP002
WO20250820729,PRINTER_CN247,Printer Cn Compatible Cartridge 247,2025-09-18,153,Low,WC004,27.7,Scheduled,SUP003
WO20250820730,PRINTER_LX551,Printer Lx Compatible Cartridge 551,2025-08-22,581,High,WC006,28.2,In Progress,SUP001
WO20250820731,PRINTER_BR503,Printer Br Compatible Cartridge 503,2025-09-16,1766,Normal,WC003,39.3,In Progress,SUP001
WO20250820732,PRINTER_LX152,Printer Lx Compatible Cartridge 152,2025-09-08,955,Low,WC007,35.7,Cancelled,SUP001
WO20250820733,PRINTER_EP472,Printer Ep Compatible Cartridge 472,2025-08-25,1445,High,WC006,5.3,Scheduled,SUP001
WO20250820734,PRINTER_HP884,Printer Hp Compatible Cartridge 884,2025-09-14,1530,Low,WC002,18.2,Cancelled,SUP001
WO20250820735,PRINTER_HP705,Printer Hp Compatible Cartridge 705,2025-08-26,1034,Low,WC008,38.5,Cancelled,SUP003
WO20250820736,PRINTER_HP807,Printer Hp Compatible Cartridge 807,2025-09-09,1582,Low,WC003,47.5,Completed,SUP004
WO20250820737,PRINTER_HP814,Printer Hp Compatible Cartridge 814,2025-09-18,1082,High,WC005,15.5,Scheduled,SUP005
WO20250820738,PRINTER_CN615,Printer Cn Compatible Cartridge 615,2025-09-10,1230,Urgent,WC005,25.6,Scheduled,SUP002
WO20250820739,PRINTER_CN845,Printer Cn Compatible Cartridge 845,2025-09-13,641,Low,WC006,20.7,Scheduled,SUP005
WO20250820740,PRINTER_BR479,Printer Br Compatible Cartridge 479,2025-08-20,140,Low,WC001,33.1,In Progress,SUP004
WO20250820741,PRINTER_EP652,Printer Ep Compatible Cartridge 652,2025-08-30,231,High,WC009,16.1,In Progress,SUP004
WO20250820742,PRINTER_BR577,Printer Br Compatible Cartridge 577,2025-08-23,532,Urgent,WC003,39.1,Cancelled,SUP002
WO20250820743,PRINTER_EP379,Printer Ep Compatible Cartridge 379,2025-09-10,150,High,WC005,40.1,Cancelled,SUP004
WO20250820744,PRINTER_HP566,Printer Hp Compatible Cartridge 566,2025-09-11,130,Urgent,WC001,21.9,In Progress,SUP004
WO20250820745,PRINTER_LX877,Printer Lx Compatible Cartridge 877,2025-09-08,1193,Urgent,WC010,19.6,Scheduled,SUP005
WO20250820746,PRINTER_LX190,Printer Lx Compatible Cartridge 190,2025-08-24,182,Low,WC005,39.3,Scheduled,SUP004
WO20250820747,PRINTER_EP855,Printer Ep Compatible Cartridge 855,2025-09-05,304,Low,WC005,31.5,Completed,SUP002
WO20250820748,PRINTER_LX972,Printer Lx Compatible Cartridge 972,2025-09-04,1070,Normal,WC009,12.5,In Progress,SUP005
WO20250820749,PRINTER_HP410,Printer Hp Compatible Cartridge 410,2025-08-28,546,Normal,WC002,10.2,On Hold,SUP005
WO20250820750,PRINTER_EP744,Printer Ep Compatible Cartridge 744,2025-08-25,1118,High,WC007,17.1,Scheduled,SUP002
WO20250820751,PRINTER_BR775,Printer Br Compatible Cartridge 775,2025-09-11,317,High,WC009,23.0,Scheduled,SUP003
WO20250820752,PRINTER_EP085,Printer Ep Compatible Cartridge 085,2025-09-03,1838,Low,WC007,16.8,On Hold,SUP002
WO20250820753,PRINTER_EP969,Printer Ep Compatible Cartridge 969,2025-09-13,815,High,WC001,12.2,In Progress,SUP003
WO20250820754,PRINTER_EP557,Printer Ep Compatible Cartridge 557,2025-09-10,432,High,WC004,46.2,Scheduled,SUP001
WO20250820755,PRINTER_BR387,Printer Br Compatible Cartridge 387,2025-08-29,892,High,WC005,26.6,Cancelled,SUP005
WO20250820756,PRINTER_HP791,Printer Hp Compatible Cartridge 791,2025-08-27,1546,Low,WC006,14.6,Cancelled,SUP005
WO20250820757,PRINTER_CN851,Printer Cn Compatible Cartridge 851,2025-08-28,729,Normal,WC008,30.8,Scheduled,SUP003
WO20250820758,PRINTER_HP297,Printer Hp Compatible Cartridge 297,2025-09-10,1358,Low,WC005,14.5,In Progress,SUP002
WO20250820759,PRINTER_EP199,Printer Ep Compatible Cartridge 199,2025-09-15,1127,High,WC010,17.9,Scheduled,SUP004
WO20250820760,PRINTER_CN827,Printer Cn Compatible Cartridge 827,2025-08-24,1700,Low,WC002,8.2,Cancelled,SUP004
WO20250820761,PRINTER_LX478,Printer Lx Compatible Cartridge 478,2025-09-12,1849,Low,WC009,6.1,In Progress,SUP002
WO20250820762,PRINTER_LX094,Printer Lx Compatible Cartridge 094,2025-09-09,1440,Normal,WC008,13.5,On Hold,SUP003
WO20250820763,PRINTER_CN041,Printer Cn Compatible Cartridge 041,2025-09-17,882,Low,WC002,46.1,Cancelled,SUP005
WO20250820764,PRINTER_BR777,Printer Br Compatible Cartridge 777,2025-09-19,720,Urgent,WC002,24.3,Cancelled,SUP004
WO20250820765,PRINTER_LX738,Printer Lx Compatible Cartridge 738,2025-09-16,1124,Low,WC001,44.1,In Progress,SUP001
WO20250820766,PRINTER_HP601,Printer Hp Compatible Cartridge 601,2025-08-23,735,Urgent,WC002,28.2,Cancelled,SUP005
WO20250820767,PRINTER_HP251,Printer Hp Compatible Cartridge 251,2025-09-11,822,High,WC008,32.0,On Hold,SUP003
WO20250820768,PRINTER_EP843,Printer Ep Compatible Cartridge 843,2025-09-08,295,Urgent,WC001,42.8,In Progress,SUP004
WO20250820769,PRINTER_EP625,Printer Ep Compatible Cartridge 625,2025-09-14,758,Normal,WC001,7.4,Cancelled,SUP001
WO20250820770,PRINTER_HP892,Printer Hp Compatible Cartridge 892,2025-09-05,1359,High,WC002,27.7,In Progress,SUP002
WO20250820771,PRINTER_BR543,Printer Br Compatible Cartridge 543,2025-09-04,752,Low,WC010,10.1,On Hold,SUP002
WO20250820772,PRINTER_CN835,Printer Cn Compatible Cartridge 835,2025-09-12,372,Normal,WC010,30.5,In Progress,SUP001
WO20250820773,PRINTER_CN463,Printer Cn Compatible Cartridge 463,2025-08-28,736,High,WC007,7.4,Completed,SUP001
WO20250820774,PRINTER_EP134,Printer Ep Compatible Cartridge 134,2025-09-05,1147,Urgent,WC001,40.5,Scheduled,SUP003
WO20250820775,PRINTER_CN505,Printer Cn Compatible Cartridge 505,2025-09-18,859,Urgent,WC007,46.5,Scheduled,SUP005
WO20250820776,PRINTER_HP120,Printer Hp Compatible Cartridge 120,2025-09-12,313,Urgent,WC001,45.3,In Progress,SUP001
WO20250820777,PRINTER_LX907,Printer Lx Compatible Cartridge 907,2025-08-26,789,Urgent,WC007,42.9,Scheduled,SUP001
WO20250820778,PRINTER_BR158,Printer Br Compatible Cartridge 158,2025-09-10,983,Low,WC006,45.4,In Progress,SUP001
WO20250820779,PRINTER_CN787,Printer Cn Compatible Cartridge 787,2025-08-26,570,High,WC006,6.3,On Hold,SUP005
WO20250820780,PRINTER_LX188,Printer Lx Compatible Cartridge 188,2025-09-02,1221,Low,WC008,31.6,On Hold,SUP004
WO20250820781,PRINTER_LX660,Printer Lx Compatible Cartridge 660,2025-09-17,342,Normal,WC009,40.6,Completed,SUP001
WO20250820782,PRINTER_HP248,Printer Hp Compatible Cartridge 248,2025-08-29,1885,Low,WC009,47.3,In Progress,SUP003
WO20250820783,PRINTER_EP244,Printer Ep Compatible Cartridge 244,2025-09-04,1817,Normal,WC007,6.0,In Progress,SUP003
WO20250820784,PRINTER_LX742,Printer Lx Compatible Cartridge 742,2025-08-23,159,Low,WC006,23.9,Scheduled,SUP005
WO20250820785,PRINTER_HP520,Printer Hp Compatible Cartridge 520,2025-08-31,1206,Low,WC005,16.6,In Progress,SUP001
WO20250820786,PRINTER_BR262,Printer Br Compatible Cartridge 262,2025-09-07,1703,Normal,WC007,37.3,Cancelled,SUP005
WO20250820787,PRINTER_BR786,Printer Br Compatible Cartridge 786,2025-09-08,1222,Urgent,WC005,40.5,Cancelled,SUP005
WO20250820788,PRINTER_BR092,Printer Br Compatible Cartridge 092,2025-09-17,1119,High,WC003,27.6,Completed,SUP005
WO20250820789,PRINTER_BR653,Printer Br Compatible Cartridge 653,2025-09-19,1214,Normal,WC003,18.5,Scheduled,SUP003
WO20250820790,PRINTER_HP791,Printer Hp Compatible Cartridge 791,2025-09-05,1867,High,WC010,31.2,In Progress,SUP002
WO20250820791,PRINTER_CN111,Printer Cn Compatible Cartridge 111,2025-08-25,1768,Normal,WC005,38.3,On Hold,SUP004
WO20250820792,PRINTER_LX574,Printer Lx Compatible Cartridge 574,2025-09-19,1970,Low,WC007,31.4,Scheduled,SUP005
WO20250820793,PRINTER_BR159,Printer Br Compatible Cartridge 159,2025-09-01,1361,Low,WC008,37.6,Scheduled,SUP004
WO20250820794,PRINTER_CN768,Printer Cn Compatible Cartridge 768,2025-08-26,683,Normal,WC009,30.7,Completed,SUP005
WO20250820795,PRINTER_EP666,Printer Ep Compatible Cartridge 666,2025-08-27,1890,Normal,WC009,37.3,Completed,SUP001
WO20250820796,PRINTER_EP984,Printer Ep Compatible Cartridge 984,2025-09-02,1867,Low,WC003,43.7,Cancelled,SUP005
WO20250820797,PRINTER_BR350,Printer Br Compatible Cartridge 350,2025-08-20,1174,Normal,WC007,30.0,Completed,SUP005
WO20250820798,PRINTER_CN445,Printer Cn Compatible Cartridge 445,2025-09-10,594,Low,WC009,20.8,On Hold,SUP003
WO20250820799,PRINTER_BR646,Printer Br Compatible Cartridge 646,2025-08-22,1941,Normal,WC001,28.7,On Hold,SUP001
WO20250820800,PRINTER_CN785,Printer Cn Compatible Cartridge 785,2025-08-26,1703,High,WC010,18.8,Scheduled,SUP003
WO20250820801,PRINTER_CN796,Printer Cn Compatible Cartridge 796,2025-08-28,866,Normal,WC004,29.9,Completed,SUP005
WO20250820802,PRINTER_EP642,Printer Ep Compatible Cartridge 642,2025-09-17,133,Low,WC003,25.1,In Progress,SUP001
WO20250820803,PRINTER_HP684,Printer Hp Compatible Cartridge 684,2025-09-16,1102,Urgent,WC010,21.2,On Hold,SUP001
WO20250820804,PRINTER_HP120,Printer Hp Compatible Cartridge 120,2025-09-15,1613,Urgent,WC009,12.9,Scheduled,SUP002
WO20250820805,PRINTER_LX343,Printer Lx Compatible Cartridge 343,2025-09-15,1736,Low,WC001,45.6,On Hold,SUP005
WO20250820806,PRINTER_HP627,Printer Hp Compatible Cartridge 627,2025-09-09,621,Low,WC005,31.7,Scheduled,SUP003
WO20250820807,PRINTER_HP465,Printer Hp Compatible Cartridge 465,2025-09-02,1634,Normal,WC009,12.6,Cancelled,SUP004
WO20250820808,PRINTER_BR643,Printer Br Compatible Cartridge 643,2025-08-24,153,High,WC004,32.1,Completed,SUP001
WO20250820809,PRINTER_BR452,Printer Br Compatible Cartridge 452,2025-09-03,1276,High,WC007,11.1,On Hold,SUP002
WO20250820810,PRINTER_BR782,Printer Br Compatible Cartridge 782,2025-09-16,893,Normal,WC010,10.0,Scheduled,SUP005
WO20250820811,PRINTER_HP764,Printer Hp Compatible Cartridge 764,2025-09-16,1057,Urgent,WC007,44.6,In Progress,SUP005
WO20250820812,PRINTER_LX069,Printer Lx Compatible Cartridge 069,2025-09-13,1642,High,WC001,21.5,Cancelled,SUP005
WO20250820813,PRINTER_EP069,Printer Ep Compatible Cartridge 069,2025-08-26,456,Normal,WC008,14.2,In Progress,SUP003
WO20250820814,PRINTER_EP733,Printer Ep Compatible Cartridge 733,2025-09-18,400,Normal,WC006,44.3,On Hold,SUP001
WO20250820815,PRINTER_BR558,Printer Br Compatible Cartridge 558,2025-09-18,212,Urgent,WC001,13.0,In Progress,SUP001
WO20250820816,PRINTER_HP618,Printer Hp Compatible Cartridge 618,2025-08-25,50,Urgent,WC002,13.6,On Hold,SUP002
WO20250820817,PRINTER_LX686,Printer Lx Compatible Cartridge 686,2025-08-30,321,Urgent,WC008,28.0,Completed,SUP004
WO20250820818,PRINTER_HP195,Printer Hp Compatible Cartridge 195,2025-08-26,966,Low,WC009,17.1,Completed,SUP005
WO20250820819,PRINTER_HP744,Printer Hp Compatible Cartridge 744,2025-09-19,395,High,WC001,10.2,On Hold,SUP003
WO20250820820,PRINTER_LX045,Printer Lx Compatible Cartridge 045,2025-09-15,243,Urgent,WC005,16.5,Scheduled,SUP002
WO20250820821,PRINTER_BR210,Printer Br Compatible Cartridge 210,2025-09-10,562,Low,WC007,24.7,Scheduled,SUP002
WO20250820822,PRINTER_BR759,Printer Br Compatible Cartridge 759,2025-09-14,1073,Normal,WC003,7.3,In Progress,SUP001
WO20250820823,PRINTER_BR916,Printer Br Compatible Cartridge 916,2025-09-15,1256,Normal,WC002,31.6,Completed,SUP005
WO20250820824,PRINTER_BR176,Printer Br Compatible Cartridge 176,2025-09-07,1168,High,WC008,38.5,Cancelled,SUP004
WO20250820825,PRINTER_CN777,Printer Cn Compatible Cartridge 777,2025-09-02,1824,Normal,WC009,14.7,Scheduled,SUP005
WO20250820826,PRINTER_CN557,Printer Cn Compatible Cartridge 557,2025-09-10,702,Urgent,WC001,18.9,Cancelled,SUP004
WO20250820827,PRINTER_HP505,Printer Hp Compatible Cartridge 505,2025-09-14,1489,Urgent,WC007,34.0,Scheduled,SUP004
WO20250820828,PRINTER_BR717,Printer Br Compatible Cartridge 717,2025-08-21,874,Urgent,WC004,43.6,Cancelled,SUP002
WO20250820829,PRINTER_HP374,Printer Hp Compatible Cartridge 374,2025-09-13,54,Urgent,WC009,10.3,In Progress,SUP002
WO20250820830,PRINTER_CN645,Printer Cn Compatible Cartridge 645,2025-08-31,721,Normal,WC002,47.7,Completed,SUP001
WO20250820831,PRINTER_EP553,Printer Ep Compatible Cartridge 553,2025-09-03,1969,Low,WC005,21.8,In Progress,SUP001
WO20250820832,PRINTER_LX667,Printer Lx Compatible Cartridge 667,2025-09-13,1969,Normal,WC002,47.2,In Progress,SUP003
WO20250820833,PRINTER_LX408,Printer Lx Compatible Cartridge 408,2025-09-03,1596,Low,WC009,30.0,Completed,SUP002
WO20250820834,PRINTER_BR639,Printer Br Compatible Cartridge 639,2025-09-08,1159,High,WC009,42.2,In Progress,SUP002
WO20250820835,PRINTER_HP872,Printer Hp Compatible Cartridge 872,2025-08-30,1685,Low,WC010,34.4,In Progress,SUP005
WO20250820836,PRINTER_BR999,Printer Br Compatible Cartridge 999,2025-09-12,1275,High,WC009,46.6,In Progress,SUP003
WO20250820837,PRINTER_LX346,Printer Lx Compatible Cartridge 346,2025-09-16,1556,Low,WC002,16.5,On Hold,SUP005
WO20250820838,PRINTER_LX469,Printer Lx Compatible Cartridge 469,2025-09-19,1709,Low,WC008,8.0,In Progress,SUP002
WO20250820839,PRINTER_LX412,Printer Lx Compatible Cartridge 412,2025-09-03,849,Urgent,WC004,27.7,In Progress,SUP001
WO20250820840,PRINTER_LX463,Printer Lx Compatible Cartridge 463,2025-08-28,829,Low,WC010,6.8,On Hold,SUP004
WO20250820841,PRINTER_LX545,Printer Lx Compatible Cartridge 545,2025-09-04,837,Normal,WC010,29.3,On Hold,SUP005
